34, 84
23, 7
-15, 92
-36, 56
50, 6
24, 30
19, 49
21, 70
16, 86
-27, 59
12, 71
39, 10
20, 30
-15, 15
-39, 76
-22, 54
10, 64
39, 3
13, 16
19, 35
-24, 11
-23, 88
-17, 71
-4, 67
31, 98
35, 33
50, 83
-9, 74
-24, 50
12, 62
-20, 42
4, 46
29, 75
-47, 28
-10, 18
40, 58
26, 84
-47, 37
24, 61
-24, 37
-13, 24
-38, 86
-2, 84
-18, 66
-30, 36
11, 47
-36, 11
1, 12
-20, 92
-92, 0
84, 84
-65, 19
-79, 40
54, 94
-94, 0
-11, 89
-89, 0
27, 27
-34, 93
7, 0
48, 48
-22, 26
-25, 1
-60, 41
92, 33
71, 4
96, 0
-88, 12
-64, 48
-66, 82
18, 0
77, 77
2, 79
-51, 28
-32, 96
-96, 0
34, 34
2, 36
-36, 0
-66, 34
66, 0
21, 21
99, 20
30, 50
-50, 0
28, 28
-29, 99
36, 35
-35, 0
-23, 77
-77, 0
-14, 86
76, 62
-62, 0
-92, 8
48, 56
86, 42
12, 54
-54, 0
-29, 71
49, 20
87, 7
293, 0
82, 82
3, 85
15, 0
-790, 10
-12, 98
50, 48
-239, 9
20, 29
34, 63
-63, 0
91, 91
94, 85
106, 91
-48, 43
-43, 0
-83, 17
-99, 18
67, 85
-64, 21
79, 0
-369, 31
64, 95
-97, 98
88, 86
45, 31
29, 60
40, 0
-244, 56
885, 41
-158, 83
14, 97
69, 66
-772, 94
-94, 0
50, 50
69, 19
-19, 0
53, 53
90, 43
657, 0
-641, 59
841, 0
60, 60
78, 38
62, 0
-774, 26
79, 5
-77, 28
72, 0
-50, 50
-50, 0
-1, 99
-67, 32
-67, 65
30, 95
-31, 64
-11, 53
-45, 8
7, 15
-15, 0
-70, 30
-160, 70
422, 92
-992, 0
45, 45
-351, 94
-486, 8
-208, 0
10, 10
-10, 0
-23, 77
41, 18
-66, 52
60, 12
897, 9
-23, 86
-81, 5
-73, 32
225, 57
43, 0
-80, 20
-25, 95
-52, 43
775, 18
-78, 40
60, 0
-91, 9
-60, 49
-11, 38
398, 36
-36, 0
80, 80
-80, 0
-3, 97
-97, 0
871, 71
-779, 92
-92, 0
12, 12
-907, 5
-33, 72
-72, 0
77, 77
-85, 92
80, 72
31, 3
-24, 79
-79, 0
111, 11
-11, 0
-46, 54
-354, 0
-57, 43
2, 45
-38, 7
-35, 72
84, 56
60, 16
14, 30
66, 96
-49, 47
-85, 62
88, 50
-6, 44
76, 20
-79, 41
-41, 0
49, 49
-938, 11
-28, 83
90, 73
-16, 57
43, 0
29, 29
-63, 66
43, 9
95, 4
392, 96
904, 0
-41, 59
28, 87
13, 0
42, 42
-442, 0
-12, 88
212, 0
40, 40
-40, 0
-151, 49
-3, 46
31, 77
-36, 41
48, 89
30, 19
81, 0
778, 78
35, 13
87, 0
31, 31
869, 0
74, 74
26, 0
-86, 14
86, 0
38, 38
-7, 31
91, 22
-84, 38
-95, 43
336, 79
-42, 37
-37, 0
906, 6
54, 60
-64, 96
-38, 58
-695, 63
678, 41
132, 73
727, 0
7, 7
889, 96
-456, 40
-56, 84
-84, 0
69, 69
-69, 0
71, 71
-56, 15
20, 35
-209, 26
-841, 85
519, 4
29, 33
-28, 5
43, 48
-71, 77
80, 57
-36, 21
59, 80
-75, 5
95, 0
-985, 15
-72, 43
82, 25
22, 47
-47, 0
-550, 50
-62, 88
-88, 0
80, 80
-36, 44
-98, 46
-59, 87
-87, 0
-51, 49
51, 0
-74, 26
-26, 0
-72, 28
-54, 74
640, 14
-614, 0
37, 37
-48, 89
-38, 51
-4, 47
-60, 87
-24, 63
-803, 60
66, 26
56, 82
59, 41
49, 90
-30, 60
63, 23
77, 0
-57, 43
-43, 0
-466, 34
-80, 54
73, 27
65, 92
808, 0
-60, 40
-5, 35
76, 11
-50, 61
84, 45
55, 0
-88, 12
-74, 38
-38, 0
-52, 48
-32, 16
-616, 0
38, 38
62, 0
47, 47
-47, 0
-10, 90
-90, 0
-23, 77
-277, 0
-29, 71
14, 85
73, 58
-58, 0
87, 87
-30, 57
-89, 68
32, 0
794, 94
6, 0
-77, 23
-84, 39
-39, 0
-73, 27
673, 0
48, 48
-4, 44
-394, 50
250, 0
45, 45
-46, 99
79, 78
-446, 32
-28, 4
-94, 10
-10, 0
-216, 84
16, 0
757, 57
-24, 33
67, 0
-89, 11
-242, 69
331, 0
-798, 2
-90, 12
57, 69
-69, 0
-36, 64
36, 0
609, 9
-32, 77
-37, 40
-97, 43
449, 92
45, 37
63, 0
-82, 18
-57, 61
339, 0
67, 67
-5, 62
-62, 0
-87, 13
-413, 0
46, 46
-46, 0
73, 73
620, 93
7, 0
-85, 15
-43, 72
28, 0
-73, 27
-27, 0
99, 99
96, 95
15, 10
986, 96
91, 87
713, 0
493, 93
45, 38
39, 77
-7, 70
-68, 2
98, 0
224, 24
-96, 28
51, 79
-10, 69
-69, 0
-7, 93
-74, 19
-767, 52
-69, 83
88, 71
29, 0
2, 2
98, 0
54, 54
82, 36
-16, 20
-4, 16
30, 46
-44, 2
3, 5
87, 92
-86, 6
-6, 0
49, 49
51, 0
18, 18
82, 0
54, 54
75, 29
71, 0
34, 34
-34, 0
-437, 63
-69, 94
6, 0
-46, 54
33, 87
-413, 74
281, 55
-635, 20
-49, 71
-71, 0
94, 94
-63, 31
38, 69
-69, 0
-97, 3
97, 0
20, 20
-23, 97
-80, 17
-25, 92
8, 0
-5, 95
83, 78
13, 91
-53, 38
-43, 95
-90, 5
66, 71
-171, 0
-259, 41
-57, 84
16, 0
-30, 70
45, 15
691, 6
-50, 56
-92, 64
98, 62
-62, 0
-36, 64
36, 0
650, 50
-50, 0
-23, 77
-77, 0
402, 2
-802, 0
-81, 19
81, 0
-96, 4
-304, 0
421, 21
79, 0
-43, 57
50, 7
-273, 34
-90, 44
18, 62
-362, 0
876, 76
482, 58
-15, 43
-43, 0
84, 84
70, 54
-99, 55
145, 0
-93, 7
41, 48
-48, 0
-38, 62
-90, 72
-72, 0
63, 63
37, 0
95, 95
-89, 6
-6, 0
40, 40
60, 0
-14, 86
51, 37
50, 87
13, 0
-42, 58
30, 88
12, 0
18, 18
-87, 31
969, 0
75, 75
-347, 28
-28, 0
81, 81
31, 12
-212, 0
90, 90
-82, 8
-41, 67
-67, 0
-71, 29
-8, 21
-36, 85
-485, 0
34, 34
16, 50
-77, 73
-7, 66
-15, 51
-18, 33
-418, 15
99, 14
-14, 0
-973, 27
-72, 55
-44, 11
89, 0
75, 75
19, 94
-94, 0
-90, 10
90, 0
5, 5
-25, 80
-59, 21
-39, 82
818, 0
41, 41
59, 0
-1, 99
1, 0
-86, 14
-23, 91
-3, 88
-88, 0
-89, 11
68, 79
-79, 0
-84, 16
489, 5
84, 89
11, 0
43, 43
79, 22
-391, 31
69, 0
161, 61
36, 97
-67, 30
-30, 0
-19, 81
619, 0
29, 29
-429, 0
-11, 89
72, 61
-61, 0
420, 20
41, 61
-861, 0
895, 95
77, 72
28, 0
59, 59
-59, 0
3, 3
-2, 1
99, 0
-460, 40
-79, 61
20, 81
84, 65
-65, 0
55, 55
38, 93
5, 98
-798, 0
-84, 16
-28, 88
-938, 50
64, 14
-14, 0
-54, 46
-546, 0
-63, 37
63, 0
-517, 83
-557, 26
-26, 0
75, 75
-475, 0
-7, 93
-9, 84
16, 0
-702, 98
-98, 0
-2, 98
-99, 99
1, 0
-57, 43
-13, 30
70, 0
-64, 36
-62, 74
-916, 58
-58, 0
965, 65
52, 17
-2, 15
-72, 43
457, 0
80, 80
71, 51
-917, 34
921, 55
-38, 17
26, 43
323, 66
-966, 0
-86, 14
-163, 51
84, 35
-235, 0
78, 78
9, 87
7, 94
6, 0
82, 82
325, 7
4, 11
-320, 91
-363, 28
72, 0
86, 86
47, 33
-69, 64
93, 57
41, 98
-98, 0
-95, 5
62, 67
-67, 0
55, 55
-55, 0
782, 82
-89, 93
-55, 38
-99, 39
-77, 62
87, 49
251, 0
-26, 74
926, 0
14, 14
686, 0
-996, 4
-4, 0
-97, 3
-40, 63
-563, 0
-97, 3
-3, 0
53, 53
-53, 0
-62, 38
49, 87
-124, 63
37, 0
16, 16
-35, 81
-89, 92
108, 0
74, 74
-74, 0
-74, 26
405, 31
-10, 21
79, 0
-228, 72
11, 83
23, 6
50, 56
46, 2
-2, 0
71, 71
69, 40
-40, 0
-86, 14
-671, 43
57, 0
-406, 94
606, 0
92, 92
317, 9
-34, 75
25, 0
-48, 52
-40, 12
50, 62
-35, 27
-30, 97
-18, 79
-4, 75
-75, 0
-89, 11
-9, 2
-72, 30
70, 0
-20, 80
-10, 70
230, 0
531, 31
-490, 41
59, 0
86, 86
801, 87
-31, 56
-34, 22
74, 96
4, 0
-59, 41
-41, 0
13, 13
87, 0
99, 99
-28, 71
-71, 0
791, 91
9, 0
-201, 99
1, 0
1, 1
-96, 5
-14, 91
8, 99
-82, 17
-35, 82
4, 86
-96, 90
-90, 0
-90, 10
90, 0
-603, 97
51, 48
-648, 0
142, 42
58, 0
90, 90
-890, 0
61, 61
-98, 63
70, 33
-33, 0
99, 99
-99, 0
-11, 89
-32, 57
-775, 82
-482, 0
